row_id,TEXT,LABEL,source
1014,"run , do n't walk , to see this barbed and bracing comedy on the big screen .",1,original
1014_nlpaug,"run , do n't walk , to see a barbed and bracing comedy on the big screen .",1,nlpaug
1015,instead i would recommend cetaphil gentle cleanser and you will be fine .,0,original
1015_nlpaug,instead i would recommend cetaphil gentle cleanser and you will be fine .,0,nlpaug
1016,the lid is the best part of the pot ensemble .,0,original
1016_nlpaug,the lid is the best part of the whole ensemble .,0,nlpaug
1017,i ordered num_num and find this to be a hugh mistake .,0,original
1017_nlpaug,i ordered num_num to find this to be a hugh mistake .,0,nlpaug
1018,"while the mascara is soft ,  it is not full .",0,original
1018_nlpaug,"while the fruit is soft , it is not full .",0,nlpaug
1019,it was supposed to be a complete toy .,0,original
1019_nlpaug,it was supposed to be a complete lie .,0,nlpaug
1020,"for example ,  the box says there s an led battery indicator light .",1,original
1020_nlpaug,"for example , the box says there s an led battery indicator light .",1,nlpaug
1021,the result is mesmerizing -- filled with menace and squalor .,1,original
1021_nlpaug,the result is mesmerizing -- filled with menace and squalor .,1,nlpaug
1022,i made beef bolognese in the oven and it turned out wonderfully .,1,original
1022_nlpaug,i made beef bolognese in the oven and it turned out wonderfully .,1,nlpaug
1023,that is right up until one day the record feature stopped working .,0,original
1023_nlpaug,that is right up until one day the record feature stops working .,0,nlpaug
1024,invincible is a wonderful movie .,1,original
1024_nlpaug,invincible is a wonderful place .,1,nlpaug
1025,"even when foreign directors ... borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",1,original
1025_nlpaug,"even when foreign directors can borrow stuff from hollywood , they can shake up the formula and make it more interesting .",1,nlpaug
1026,this is the best american movie about troubled teens since 1998 's whatever .,1,original
1026_nlpaug,this is the best american movie about troubled teens since it 's whatever .,1,nlpaug
1027,save yourself some time and money and skip this product .,0,original
1027_nlpaug,save yourself some time and money and skip this product .,0,nlpaug
1028,a little too pat for its own good .,0,original
1028_nlpaug,a little too pat for its own good .,0,nlpaug
1029,"i will always have slight pain ,  no matter what .",0,original
1029_nlpaug,"i will always have slight pain , no matter what .",0,nlpaug
1030,"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .",1,original
1030_nlpaug,"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates that his ambitions have wandered .",1,nlpaug
1031,i adjusted the volumes on the ipod and the cassette player .,0,original
1031_nlpaug,i adjusted the volumes on the ipod and the cassette player .,0,nlpaug
1032,claritin used to be the best thing around .,0,original
1032_nlpaug,claritin seemed to be the best thing around .,0,nlpaug
1033,however signal between transmitter and receiver does not work between insulated patio glass door .,1,original
1033_nlpaug,the signal between transmitter and receiver does not work between the patio glass door .,1,nlpaug
1034,just a bloody mess .,0,original
1034_nlpaug,just a bloody mess .,0,nlpaug
1035,i contacted the company and they said that the shipment had been lost .,0,original
1035_nlpaug,i contacted the company and they said that the shipment had been delivered .,0,nlpaug
1036,"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",1,original
1036_nlpaug,"while it would be nice to give it the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of cary grant whimsy .",1,nlpaug
1037,pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,1,original
1037_nlpaug,pray 's film does well and will appeal even to those who are n't too familiar with turntablism .,1,nlpaug
1038,really confused ppl riding with me at first .,1,original
1038_nlpaug,really confused about riding with me at first .,1,nlpaug
1039,"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history .",1,original
1039_nlpaug,"a stunning piece of visual poetry that will , hopefully , be regarded as one of the most important stories to be told in australia 's cultural history .",1,nlpaug
1040,"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0,original
1040_nlpaug,"serving as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",0,nlpaug
1041,"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,original
1041_nlpaug,"greene gives a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,nlpaug
1042,birds or squirrels . tried num_num different kinds of bird food .,0,original
1042_nlpaug,birds or fish . tried num_num different kinds of bird food .,0,nlpaug
1043,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,1,original
1043_nlpaug,it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,1,nlpaug
1044,the did not a aborb water at all .,0,original
1044_nlpaug,the did not a aborb it at all .,0,nlpaug
1045,i ll just stick with a good mayo and skip the bacon .,0,original
1045_nlpaug,i ll just stick with a good mayo and skip the bacon .,0,nlpaug
1046,"... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",0,original
1046_nlpaug,"... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",0,nlpaug
1047,"like showdown : legends of wrestling , it has too many glitches to count .",0,original
1047_nlpaug,"at showdown : legends of wrestling , it had too many glitches to count .",0,nlpaug
1048,"that said ,  the mic did pic up everything it could .",1,original
1048_nlpaug,"that said , the mic did pick up everything it could .",1,nlpaug
1049,... an inviting piece of film .,1,original
1049_nlpaug,... an inviting piece of film .,1,nlpaug
1050,"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos .",0,original
1050_nlpaug,"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos .",0,nlpaug
1051,and i have tried a lot of them .,1,original
1051_nlpaug,and i have tried a lot of them .,1,nlpaug
1052,spend the extra bucks and get the chopat knee bands .,0,original
1052_nlpaug,spend the extra bucks and wear the chopat knee bands .,0,nlpaug
1053,eight crazy nights is a showcase for sandler 's many talents .,1,original
1053_nlpaug,eight crazy nights is a showcase for sandler and many talents .,1,nlpaug
1054,the movie bounces all over the map .,0,original
1054_nlpaug,the movie bounces all over the map .,0,nlpaug
1055,it works as expected and is just the right size for the camper .,1,original
1055_nlpaug,it goes as expected and is just the right size for the camper .,1,nlpaug
1056,i am so glad we chose this one .,1,original
1056_nlpaug,i am so glad we chose this one .,1,nlpaug
1057,i can use a creamy concealer on it .,0,original
1057_nlpaug,you can use a creamy concealer on it .,0,nlpaug
1058,"worse ,  the controls are so confusing that it gives me a headache .",0,original
1058_nlpaug,"worse , the controls are so confusing that it gives me a headache .",0,nlpaug
1059,"compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .",1,original
1059_nlpaug,"just as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .",1,nlpaug
1060,"i kept thinking over and over again , ' i should be enjoying this . '",0,original
1060_nlpaug,"i kept thinking over and over again , ' i should be enjoying this . '",0,nlpaug
1061,a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .,1,original
1061_nlpaug,a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional violence .,1,nlpaug
1062,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,1,original
1062_nlpaug,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,1,nlpaug
1063,rainy days and movies about the disintegration of families always get me down .,0,original
1063_nlpaug,rainy days and movies about the disintegration of families always get me nowhere .,0,nlpaug
1064,"a smart , sweet and playful romantic comedy .",1,original
1064_nlpaug,"a smart , sweet , playful romantic comedy .",1,nlpaug
1065,a cumbersome and cliche-ridden movie greased with every emotional device known to man .,0,original
1065_nlpaug,a cumbersome and cliche-ridden movie greased with every emotional device known to man .,0,nlpaug
1066,"as hugh grant says repeatedly throughout the movie , ` lovely !",1,original
1066_nlpaug,"as hugh grant says repeatedly throughout the movie , ` lovely !",1,nlpaug
1067,one thing is the amazingly poor unit a . i .,0,original
1067_nlpaug,one thing about the amazingly poor unit a . i .,0,nlpaug
1068,simple !  does the job it was intended for .,1,original
1068_nlpaug,simple ! does the job it was intended for .,1,nlpaug
1069,i d rather tie a towel around my neck as a cape .,0,original
1069_nlpaug,i would rather tie a towel around my neck as a cape .,0,nlpaug
1070,a yarn that respects the marvel version without becoming ensnared by it .,1,original
1070_nlpaug,a yarn that respects the marvel version without becoming ensnared by it .,1,nlpaug
1071,i first used it on my hands and fingers .,0,original
1071_nlpaug,i first used it on my hands and fingers .,0,nlpaug
1072,"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager .",1,original
1072_nlpaug,"highlights are the terrific performance by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager .",1,nlpaug
1073,barely goes beyond comic book status .,0,original
1073_nlpaug,barely goes beyond comic book status .,0,nlpaug
1074,"droll caper-comedy remake of `` big deal on madonna street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik . ''",1,original
1074_nlpaug,"droll caper-comedy remake of `` big house on madonna street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik . ''",1,nlpaug
1075,amazon does not provide enough information about this press .,0,original
1075_nlpaug,amazon does not provide enough information about the press .,0,nlpaug
1076,it 's a terrific american sports movie and dennis quaid is its athletic heart .,1,original
1076_nlpaug,it 's a terrific american sports magazine and dennis quaid is its athletic heart .,1,nlpaug
1077,do not buy . i didn t expect much because of the cost .,0,original
1077_nlpaug,do not buy . i didn t expect much because of the cost .,0,nlpaug
1078,"great for about anything you want to shred ,  cut or mix .",1,original
1078_nlpaug,"great for about anything you want to shred , cut or mix .",1,nlpaug
1079,extremely dumb .,0,original
1079_nlpaug,extremely dumb .,0,nlpaug
1080,any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .,0,original
1080_nlpaug,only one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .,0,nlpaug
1081,also cheaper than going to the grocery store .,1,original
1081_nlpaug,much cheaper than going to the grocery store .,1,nlpaug
1082,i use it for my line of work and it stands up .,1,original
1082_nlpaug,i use it for my line of work and it stands out .,1,nlpaug
1083,"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",1,original
1083_nlpaug,"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene fischer , his wife .",1,nlpaug
1084,this cuts down on waste and you don t have to ingest harmful propellants .,1,original
1084_nlpaug,this cuts down on waste and you don t have to ingest harmful propellants .,1,nlpaug
1085,i purchased the screen protectors for my evo .,1,original
1085_nlpaug,i purchased some screen protectors for my evo .,1,nlpaug
1086,the case fit okay but not attractive at all .,0,original
1086_nlpaug,the case fit okay but not bad at all .,0,nlpaug
1087,this will compete with any top of the line knife you can buy .,1,original
1087_nlpaug,this will compete with any top of the line knife you can buy .,1,nlpaug
1088,a fascinating and fun film .,1,original
1088_nlpaug,a fascinating and fun film .,1,nlpaug
1089,"serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 .",1,original
1089_nlpaug,"serry does a fine job of capturing the climate of the film and , perhaps unwittingly , relating it to what is happening in america in 2002 .",1,nlpaug
1090,"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies .",0,original
1090_nlpaug,"expect to be reminded of other , similar films , especially seven , which director william malone slavishly copies .",0,nlpaug
1091,"a trashy , exploitative , thoroughly unpleasant experience .",0,original
1091_nlpaug,"a trashy , exploitative , thoroughly unpleasant experience .",0,nlpaug
1092,i hate this movie,0,original
1092_nlpaug,i love this movie,0,nlpaug
1093,i have been missing out !  this thing is so sharp .,1,original
1093_nlpaug,i have been missing out ! this thing is so sharp .,1,nlpaug
1094,i think that dsp manager is the stock one for android phones .,1,original
1094_nlpaug,i think that dsp manager is the stock one for android phones .,1,nlpaug
1095,this product was not in functioning condition when delivered .,0,original
1095_nlpaug,this product is not in functioning condition when delivered .,0,nlpaug
1096,easily moved to various locations depending on need .,1,original
1096_nlpaug,they moved to various locations depending on need .,1,nlpaug
1097,some movies are like a tasty hors-d'oeuvre ; this one is a feast .,1,original
1097_nlpaug,some movies are like a tasty hors-d'oeuvre ; some one is a feast .,1,nlpaug
1098,i would buy again if the shipping wasnt so long .,1,original
1098_nlpaug,i would buy again . the shipping wasnt so long .,1,nlpaug
1099,maybe it just needs broken in and some fine fitting .,0,original
1099_nlpaug,maybe it just needs filling in and some fine fitting .,0,nlpaug
1100,i think the sensor is reading carpet fibers its sucking up as dirt .,1,original
1100_nlpaug,"i think the sensor is reading carpet fibers , sucking up as dirt .",1,nlpaug
1101,i admired this work a lot .,1,original
1101_nlpaug,i admired this work a lot .,1,nlpaug
1102,"nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clich??s and telegraphed episodes smell of old soap opera .",0,original
1102_nlpaug,"nair stuffs the film with dancing , henna , ornamentation , and folk song , but the narrative clich??s and telegraphed episodes smell of old soap opera .",0,nlpaug
1103,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",1,original
1103_nlpaug,"now trimmed by about 20 minutes , this lavish three-year-old production had enough grandeur and scale to satisfy the grown-up escapism .",1,nlpaug
1104,"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,original
1104_nlpaug,"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,nlpaug
1105,"in that short time ,  he ripped one wing off the toy .",0,original
1105_nlpaug,"in that short time , he ripped one wing off the toy .",0,nlpaug
1106,"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",0,original
1106_nlpaug,"this very unfunny film clocks in at 80 minutes , but feels twice as long .",0,nlpaug
1107,good ol' urban legend stuff .,1,original
1107_nlpaug,that ol' urban legend stuff .,1,nlpaug
1108,does increase volume but does not feel nice to the touch .,0,original
1108_nlpaug,does increase volume but does not feel nice to the touch .,0,nlpaug
1109,"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context .",0,original
1109_nlpaug,"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context .",0,nlpaug
1110,"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1,original
1110_nlpaug,"the film has just enough of everything - re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1,nlpaug
1111,the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,original
1111_nlpaug,the reason this picture is better than its predecessors is that myers is no longer just spoofing the mini-mod-madness of '60s spy movies .,1,nlpaug
1112,"it smacks of purely commercial motivation , with no great love for the original .",0,original
1112_nlpaug,"it smacks of purely commercial motivation , with no real love for the original .",0,nlpaug
1113,i guess you could say so what it s a ladle .,1,original
1113_nlpaug,i guess you could say so what it s a ladle .,1,nlpaug
1114,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1,original
1114_nlpaug,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a few .",1,nlpaug
1115,"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",0,original
1115_nlpaug,"the story is familiar from its many predecessors ; like them , it eventually culminates in the near - stunning insight that crime ' n't pay .",0,nlpaug
1116,it works for maybe a few minutes and wears off quickly .,0,original
1116_nlpaug,it works for maybe a few minutes and wears off quickly .,0,nlpaug
1117,i d suggest anyone looking to purchase linksys products look into netgear instead .,0,original
1117_nlpaug,i d suggest anyone looking to purchase linksys products look into netgear instead .,0,nlpaug
1118,dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,original
1118_nlpaug,pulls and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,nlpaug
1119,it s almost like putting the phone into a high end pair of socks .,1,original
1119_nlpaug,it s almost like turning a phone into a high end pair of socks .,1,nlpaug
1120,"it almost fit ,  but not enough to snap completely together and fit .",0,original
1120_nlpaug,"it almost fit , but not enough to snap completely together and fit .",0,nlpaug
1121,the whole thing gets hot when you use it .,1,original
1121_nlpaug,the whole thing gets hot when you use it .,1,nlpaug
1122,"the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .",0,original
1122_nlpaug,"the charms of willful eccentricity , at least as evidenced by this recent cinematic essay , are beginning to wear a bit thin .",0,nlpaug
1123,demands too much of most viewers .,0,original
1123_nlpaug,demands too much of most people .,0,nlpaug
1124,the title 's lameness should clue you in on how bad the movie is .,0,original
1124_nlpaug,the title of lameness should clue you in on how bad the movie is .,0,nlpaug
1125,the quality of materials and workmanship is noticeably less .,0,original
1125_nlpaug,the quality of materials and workmanship is noticeably less .,0,nlpaug
1126,it 's a great deal of sizzle and very little steak .,0,original
1126_nlpaug,it 's a great deal of sizzle and a little steak .,0,nlpaug
1127,i would have given this five stars except for the only complaint i had .,1,original
1127_nlpaug,i would have given him five stars except for the only complaint i had .,1,nlpaug
1128,"others may find it migraine-inducing , despite moore 's attempts at whimsy and spoon feeding .",0,original
1128_nlpaug,"others may find it migraine-inducing , despite moore 's attempts at whimsy and eye feeding .",0,nlpaug
1129,amazon was good to give me a refund right away .,0,original
1129_nlpaug,amazon was good to give me a refund right away .,0,nlpaug
1130,although once you go a little past halfway the quality gets a little worse .,1,original
1130_nlpaug,although once you go a little past halfway the quality gets a little worse .,1,nlpaug
1131,washing it is a breeze and just takes a second .,1,original
1131_nlpaug,washing it is a breeze and just takes a second .,1,nlpaug
1132,exactly what i need for my phone and at the best price possible .,1,original
1132_nlpaug,exactly what i need for my phone and at the best time possible .,1,nlpaug
1133,i purchased it from one of the first  infomercials  .,1,original
1133_nlpaug,i purchased it from one of the first infomercials .,1,nlpaug
1134,glad i went for this one over some of the less expensive ones .,1,original
1134_nlpaug,glad i went for this one over some of the less expensive ones .,1,nlpaug
1135,"i m tired of cheaply made ,  high priced appliances .",0,original
1135_nlpaug,"i m tired of cheaply made , high priced appliances .",0,nlpaug
1136,i don t know why it has all the good reviews .,0,original
1136_nlpaug,i don t know why it has all the good reviews .,0,nlpaug
1137,nothing plot-wise is worth e-mailing home about .,0,original
1137_nlpaug,nothing plot-wise is worth e-mailing home about .,0,nlpaug
1138,a very funny movie .,1,original
1138_nlpaug,a very good movie .,1,nlpaug
1139,"lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",1,original
1139_nlpaug,"lovingly choreographed bloodshed took place in a pristine movie neverland , basically .",1,nlpaug
1140,"great case ,  easy to use and very durable .",1,original
1140_nlpaug,"great case , easy to use and very durable .",1,nlpaug
1141,they send you num_num because each one lasts about two days .,0,original
1141_nlpaug,they call you num_num because each one lasts about two days .,0,nlpaug
1142,fans of nijinsky will savor every minute of cox 's work .,1,original
1142_nlpaug,fans of nijinsky will savor every minute of shakespeare 's work .,1,nlpaug
1143,she could have decorated her carrying case herself .,0,original
1143_nlpaug,she could have decorated her carrying case too .,0,nlpaug
1144,loved the deffender case hated the apple phone .,1,original
1144_nlpaug,loved the deffender case and the apple phone .,1,nlpaug
1145,mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,0,original
1145_nlpaug,mckay deflates his piece of puffery with a little cliche and high doses of mean-spiritedness,0,nlpaug
1146,"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,original
1146_nlpaug,"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,nlpaug
1147,"the film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",0,original
1147_nlpaug,"the film 's 45-minute running time stops shy of midnight , though viewers may be more interested than the athletes onscreen .",0,nlpaug
1148,the product is not durable but it might just be the one i received .,0,original
1148_nlpaug,the product is not real but it might just be the one i received .,0,nlpaug
1149,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",1,original
1149_nlpaug,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",1,nlpaug
1150,more creative than num_extend dont think so !  but still a great product .,1,original
1150_nlpaug,more creative than num_extend dont think so ! but still a great product .,1,nlpaug
1151,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,original
1151_nlpaug,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,nlpaug
1152,i also prefered the blade weight and thickness of the wustof .,1,original
1152_nlpaug,i also prefered the blade weight and thickness of the blade .,1,nlpaug
1153,"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",0,original
1153_nlpaug,"suffers from rambling , inconsistent dialogue and a visual drabness endemic to digital video .",0,nlpaug
1154,"there are weird resonances between actor and role here , and they 're not exactly flattering .",0,original
1154_nlpaug,"there are weird differences between actor and role here , but they 're not exactly flattering .",0,nlpaug
1155,kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,original
1155_nlpaug,kaufman creates an eerie sense of not only being there at the time of these events but the very moment matthew was killed .,1,nlpaug
1156,"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",1,original
1156_nlpaug,"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan drama , the play is the thing .",1,nlpaug
1157,"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,original
1157_nlpaug,"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,nlpaug
1158,this is simply the most fun you 'll ever have with a documentary !,1,original
1158_nlpaug,this is simply the most fun you 'll ever have with a documentary !,1,nlpaug
1159,mine fit perfectly on my linen closet door with no securing necessary .,1,original
1159_nlpaug,mine fit perfectly on my open closet door with no securing necessary .,1,nlpaug
1160,-lrb- an -rrb- hilarious romantic comedy .,1,original
1160_nlpaug,-lrb- an -rrb- hilarious romantic comedy .,1,nlpaug
1161,i bought them and find them pretty annoying .,0,original
1161_nlpaug,i bought them and find them pretty annoying .,0,nlpaug
1162,"when the plot kicks in , the film loses credibility .",0,original
1162_nlpaug,"when the plot sets in , the film loses credibility .",0,nlpaug
1163,what could and should have been biting and droll is instead a tepid waste of time and talent .,0,original
1163_nlpaug,what could and should have been biting and droll is instead a tepid waste of time and talent .,0,nlpaug
1164,"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,original
1164_nlpaug,"as -lrb- the characters -rrb- get more depressed , the story becomes more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,nlpaug
1165,i like almost everything except cucumber juice  echhh  .,1,original
1165_nlpaug,i like eating everything except cucumber juice echhh .,1,nlpaug
1166,"i will still continue to use philosophy products ,  just not this one .",0,original
1166_nlpaug,"i can still continue to use philosophy products , just not this one .",0,nlpaug
1167,"well worth the money ,  wouldn t want to be without it .",1,original
1167_nlpaug,"well worth the money , didn t want to be without it .",1,nlpaug
1168,because these knives will greatly appreciate on the collector s market .,0,original
1168_nlpaug,because these knives will greatly appreciate on the collector s market .,0,nlpaug
1169,comes with a  towel  to clean the phone before placement .,1,original
1169_nlpaug,comes with a towel to clean the wound before placement .,1,nlpaug
1170,a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,original
1170_nlpaug,a story of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,nlpaug
1171,am very disappointed that i still can t wear my shoes !  .,0,original
1171_nlpaug,am very disappointed that i still can t wear my shoes ! !,0,nlpaug
1172,a long slog for anyone but the most committed pokemon fan .,0,original
1172_nlpaug,a long slog for anyone but the most committed football fan .,0,nlpaug
1173,quick : who wants to see a comedy about shoddy airport security ?,0,original
1173_nlpaug,quick : who wants to see a comedy about bad airport security ?,0,nlpaug
1174,put num_num quart of water into the machine .,1,original
1174_nlpaug,put num_num quart of water into the machine .,1,nlpaug
1175,because it is definitely not worth full price .,0,original
1175_nlpaug,because it is definitely not worth the price .,0,nlpaug
1176,i hope it will be a better choice .,0,original
1176_nlpaug,i think it will be a better choice .,0,nlpaug
1177,i ve used it twice and it has stopped working .,0,original
1177_nlpaug,i ve used it twice and it has stopped working .,0,nlpaug
1178,"technically , the film is about as interesting as an insurance commercial .",0,original
1178_nlpaug,"technically , the film is about as interesting as an insurance commercial .",0,nlpaug
1179,you 're better off staying home and watching the x-files .,0,original
1179_nlpaug,you 're better off staying home and watching the x-files .,0,nlpaug
1180,"by the end , i was looking for something hard with which to bludgeon myself unconscious .",0,original
1180_nlpaug,"by the end , i was looking for something hard with which to bludgeon myself unconscious .",0,nlpaug
1181,i use this as a little office supply shelf .,1,original
1181_nlpaug,i saw this as a little office supply shelf .,1,nlpaug
1182,i didn t have the rust problems that others had .,0,original
1182_nlpaug,i didn t have the rust problems that others had .,0,nlpaug
1183,i ordered it and it was delivered well in time .,1,original
1183_nlpaug,i ordered it and it was delivered well in time .,1,nlpaug
1184,the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .,1,original
1184_nlpaug,the second chapter of the harry potter series is even more magical than the first and simply the best animated film of the year .,1,nlpaug
1185,vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,original
1185_nlpaug,vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,nlpaug
1186,"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in their movie .",0,original
1186_nlpaug,"the makers of divine secrets of the ya-ya movie should give a free ticket -lrb- second prize , of course , two free tickets -rrb- to anyone who can locate a genuinely honest moment in the movie .",0,nlpaug
1187,"hilarious , touching and wonderfully dyspeptic .",1,original
1187_nlpaug,"hilarious , touching and wonderfully dyspeptic .",1,nlpaug
1188,"however ,  this is an example of how rosle got it right .",1,original
1188_nlpaug,"however , this is an example of how rosle got it right .",1,nlpaug
1189,i have purchased fairly cheap holders from motorola and they lasted a while .,0,original
1189_nlpaug,i have purchased fairly cheap holders from motorola and they lasted a while .,0,nlpaug
1190,"even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries .",1,original
1190_nlpaug,"even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of vardalos ' humor , which crosses ethnic boundaries .",1,nlpaug
1191,then along came this zester which i use constantly .,1,original
1191_nlpaug,then along came this zester which i use today .,1,nlpaug
1192,i use this with afresh to clean my cook top .,1,original
1192_nlpaug,i use this with afresh to make my cook top .,1,nlpaug
1193,this cover does exactly what it is designed to do .,1,original
1193_nlpaug,the cover does exactly what it is designed to do .,1,nlpaug
1194,the copper finish is coated with a clear plastic to prevent oxidation .,1,original
1194_nlpaug,the copper finish is coated with a clear plastic to prevent oxidation .,1,nlpaug
1195,"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",0,original
1195_nlpaug,"at nearly 24 hours , the whole of safe conduct is less than the sum of its parts .",0,nlpaug
1196,taking it out of the box i found the design to be awkward .,0,original
1196_nlpaug,taking it out of the box i found the design to be perfect .,0,nlpaug
1197,i guess it fails in the truth department on its advertising .,0,original
1197_nlpaug,i guess it fails in the marketing department on its advertising .,0,nlpaug
1198,"went to the second one using the same method ,  no go .",0,original
1198_nlpaug,"went to the second one by the same method , no go .",0,nlpaug
1199,the tenderness of the piece is still intact .,1,original
1199_nlpaug,the tenderness of the piece is still intact .,1,nlpaug
1200,fair price . x x x x x x x x xx x .,1,original
1200_nlpaug,fair price . x x x x x x x x xx x .,1,nlpaug
1201,all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,0,original
1201_nlpaug,all these developments and challenges facing santa weigh down the plot so heavily that they drain upon the film of its energy and needlessly strain credibility .,0,nlpaug
1202,i feel like i have a new phone .,1,original
1202_nlpaug,i feel like i have a new phone .,1,nlpaug
